target,mission,label,ra,dec,kepmag,period,t0,duration,depth_ppm,snr
K01269.01,Kepler,0,293.53415,44.971111,13.371,0.655001616,133.176794,1.8136,271.0,104.5
K01328.01,Kepler,1,295.80585,39.17799,15.671,80.9669561,160.97672,2.5276,4730.0,52.0
Kepler-819,Kepler,1,295.37079,39.177212,15.03,33.1996355,153.66086,5.022,1110.0,32.6
K01330.01,Kepler,0,289.7261,39.272831,15.703,8.65306587,134.30886,4.486,1050.0,43.0
K01331.01,Kepler,1,294.50842,39.398682,15.238,6.80082032,359.17999,1.9883,700.0,25.5
Kepler-288,Kepler,1,288.91644,39.594711,15.151,19.30581662,373.18998,4.2902,709.0,36.3
K01383.01,Kepler,0,291.92065,45.247028,14.601,3.221785738,136.141517,3.3411,46400.0,336.4
K01384.01,Kepler,0,297.57349,45.233299,15.487,0.6243875,133.0436541,1.92102,36900.0,628.3
K01385.01,Kepler,0,290.88354,45.765869,15.84,18.61009258,139.0850449,4.98308,50800.0,1309.3
Kepler-478,Kepler,1,292.48694,46.196209,13.938,13.22175358,139.570627,2.7884,877.0,93.6
K01386.01,Kepler,0,286.36188,45.555161,15.452,1.137525054,133.805565,2.68228,18000.0,633.1
K01387.01,Kepler,0,290.49307,45.205898,14.669,23.79993927,152.5654761,5.02319,60200.0,2065.8
Kepler-853,Kepler,1,283.9368,49.110329,12.32,7.16893064,135.67854,4.6766,113.0,36.3
K01445.02,Kepler,1,283.9368,49.110329,12.32,54.325574,142.236,9.86,44.2,7.7
K01445.03,Kepler,1,283.9368,49.110329,12.32,20.01959599,150.8362184,7.0,,
K01446.01,Kepler,0,289.04999,51.418369,13.184,1.22775877,133.78679,2.7545,46100.0,292.7
K01447.01,Kepler,0,296.02509,43.234875,13.092,40.24649897,161.306577,6.0203,159000.0,420.9
K01447.02,Kepler,0,296.02509,43.234875,13.092,2.27999662,133.640649,5.7777,12800.0,366.8
K01448.01,Kepler,0,289.80521,46.491711,15.418,2.48658617,134.110364,2.7189,42100.0,91.6
Kepler-57,Kepler,1,293.6413,44.65704,14.809,5.729317577,138.559971,1.1816,865.0,59.0
Kepler-114,Kepler,1,294.12143,48.349522,13.738,11.77613232,142.705753,2.8971,1430.0,163.5
Kepler-57,Kepler,1,293.6413,44.65704,14.809,11.60908533,133.99324,2.2603,489.0,34.1
K01271.01,Kepler,1,294.2655,44.7943,13.632,162.0479502,278.880573,9.8974,4840.0,370.2
K01272.01,Kepler,0,288.86734,44.61573,13.586,0.530967162,133.849416,3.3659,245.0,125.5
Kepler-802,Kepler,1,286.01587,45.007771,14.862,40.05881661,169.91063,5.595,1240.0,62.6
Kepler-288,Kepler,1,288.91644,39.594711,15.151,6.09747233,354.05919,3.431,218.0,17.4
Kepler-288,Kepler,1,288.91644,39.594711,15.151,56.637918,135.51975,6.172,590.0,20.9
K01333.01,Kepler,0,296.65308,39.322689,13.98,2.243016513,133.45086,2.721,300.0,59.1
K01334.01,Kepler,0,289.7439,39.286301,15.454,8.6531216,134.30147,4.39,655.0,35.7
Kepler-115,Kepler,1,297.71185,45.261921,13.431,8.99088621,136.73923,4.2447,470.0,93.6
K01388.01,Kepler,0,293.38663,45.87027,15.443,34.06456641,150.452048,9.6114,28500.0,1305.9
K01389.01,Kepler,0,283.18909,45.36417,14.855,4.350087749,134.800238,2.6428,23600.0,192.2
K01390.01,Kepler,0,294.91586,45.783871,15.702,1.744101106,134.50867,1.5497,9680.0,152.6
K01391.01,Kepler,0,293.70905,45.286388,14.36,7.981187121,133.802114,1.8071,7610.0,202.1
K01392.01,Kepler,0,297.60529,45.36068,15.797,4.118775582,357.261244,3.76,2650.0,125.6
K01393.01,Kepler,1,283.55554,45.614262,15.804,1.694740233,355.357543,1.6864,1450.0,92.3
K01453.01,Kepler,0,297.89658,43.563889,15.289,0.971933156,133.853925,1.9265,4790.0,223.1
K01454.01,Kepler,0,294.54739,43.533691,14.6,121.5991278,137.27469,15.1596,10500.0,297.0
K01455.01,Kepler,1,295.4783,39.867722,15.95,15.06806077,363.549714,3.3011,19400.0,282.8
Kepler-855,Kepler,1,295.095,43.537579,15.014,7.886632468,360.514132,5.2147,6330.0,392.3
Kepler-856,Kepler,1,289.60382,46.314949,15.57,8.027681123,360.171355,3.0942,8730.0,461.5
Kepler-421,Kepler,1,283.25681,45.08778,13.354,704.962626,492.77178,18.003,2320.0,96.1
Kepler-803,Kepler,1,299.22162,44.693871,13.672,50.28635977,167.63351,6.3212,1120.0,99.5
K01276.01,Kepler,1,285.0361,45.07106,14.766,22.79020351,138.68515,5.0394,618.0,47.7
K01276.02,Kepler,1,285.0361,45.07106,14.766,13.26079792,139.0988,3.912,199.0,17.6
K01277.01,Kepler,0,288.90253,44.632992,12.953,1.061932545,133.850441,2.1429,134.0,80.2
Kepler-820,Kepler,1,291.02014,39.22068,13.968,127.8334997,293.41845,10.914,1830.0,76.9
Kepler-58,Kepler,1,296.35867,39.115189,14.82,10.21864532,136.8622,3.802,445.0,26.6
Kepler-58,Kepler,1,296.35867,39.115189,14.82,15.573637,132.44282,5.326,468.0,24.7
Kepler-58,Kepler,1,296.35867,39.115189,14.82,40.1015561,132.71244,5.246,550.0,19.0
K01336.04,Kepler,1,296.35867,39.115189,14.82,4.45814897,134.39743,2.867,188.0,14.3
K01394.01,Kepler,0,284.79102,45.228989,15.444,5.663621501,133.89009,1.2968,1230.0,39.8
K01395.01,Kepler,1,284.20966,45.25808,15.977,6.230335,181.29566,1.6493,1450.0,31.6
Kepler-479,Kepler,1,291.02185,37.769791,13.575,12.49340725,138.462232,2.2614,716.0,76.2
Kepler-294,Kepler,1,287.392,46.059311,15.843,6.62643441,183.98789,3.1752,815.0,40.6
Kepler-294,Kepler,1,287.392,46.059311,15.843,3.70122061,180.27172,2.523,327.0,19.6
K01397.01,Kepler,1,299.6777,45.972328,15.369,6.247030799,356.90972,1.4848,1500.0,44.8
Kepler-790,Kepler,1,286.91711,38.872219,15.187,13.73474071,142.32752,2.769,746.0,31.0
K01208.01,Kepler,1,293.61877,39.022572,13.594,700.0029822,249.44205,7.6525,3250.0,60.3
K01209.01,Kepler,1,288.31436,38.693291,15.166,272.0868353,378.13721,2.7145,5570.0,21.5
Kepler-791,Kepler,1,293.59583,39.02948,14.377,14.55387488,134.11669,6.973,320.0,26.8
K00016.01,Kepler,0,298.34421,45.40992,13.574,0.895277575,133.411986,2.711,535.0,132.1
Kepler-79,Kepler,1,300.51712,44.38158,13.914,81.0637895,139.53492,3.001,476.0,19.4
Kepler-282,Kepler,1,284.67728,44.79768,15.204,24.8056775,145.07526,6.148,624.0,39.4
Kepler-11,Kepler,1,297.11511,41.909142,13.709,13.02493307,138.176157,4.5706,778.0,119.3
Kepler-282,Kepler,1,284.67728,44.79768,15.204,44.3471936,161.31738,6.43,792.0,40.5
Kepler-282,Kepler,1,284.67728,44.79768,15.204,9.2207691,138.0072,4.907,140.0,13.2
Kepler-282,Kepler,1,284.67728,44.79768,15.204,13.6396648,141.7301,5.425,163.0,13.3
Kepler-821,Kepler,1,285.61746,39.379532,14.829,1.922799706,134.50174,1.8604,260.0,30.1
Kepler-822,Kepler,1,292.27612,39.550179,14.609,3.222975318,178.0701,2.9247,233.0,31.3
K01338.02,Kepler,1,292.27612,39.550179,14.609,42.0370662,178.25006,6.282,267.0,14.7
K01338.03,Kepler,1,292.27612,39.550179,14.609,21.0112068,132.6336,4.507,164.0,10.2
Kepler-823,Kepler,1,284.58255,39.220211,14.801,4.16811839,134.89621,2.8084,263.0,26.7
K01398.01,Kepler,1,285.96786,45.739071,15.898,5.82348911,354.99602,2.2441,889.0,38.1
K01399.01,Kepler,1,295.76083,45.45739,15.92,8.75059775,358.24233,2.8288,882.0,28.3
K01400.01,Kepler,0,293.17416,45.521229,13.66,9.41475056,142.32936,4.736,483.0,55.2
K01401.01,Kepler,0,294.79001,45.391621,13.44,0.56669006,133.81294,2.1674,105.0,53.8
Kepler-832,Kepler,1,295.92609,45.383862,15.906,7.13969705,137.18652,3.981,513.0,27.8
Kepler-833,Kepler,1,290.47995,45.6007,15.473,18.75470238,141.7172,3.0331,995.0,33.2
K01211.01,Kepler,0,293.64841,38.976021,12.476,3.00363219,135.64129,3.732,101.0,38.5
Kepler-792,Kepler,1,292.00681,38.820728,14.981,11.30123036,134.91855,4.022,277.0,18.5
K01213.01,Kepler,0,294.35049,38.602131,13.379,0.796722833,133.07985,2.4551,107.0,43.9
Kepler-793,Kepler,1,295.21664,38.77433,14.621,4.24153629,133.45522,2.971,188.0,18.0
Kepler-277,Kepler,1,286.58316,39.077202,13.42,17.32419108,142.09977,8.045,241.0,49.1
Kepler-804,Kepler,1,293.37225,44.785141,13.749,14.37457572,138.20189,4.7892,336.0,55.2
Kepler-804,Kepler,1,293.37225,44.785141,13.749,9.65188331,132.15947,4.296,103.0,19.8
K01280.01,Kepler,0,296.71735,44.579659,13.951,6.0990118,135.52357,3.6112,228.0,39.3
K01281.01,Kepler,1,286.96683,44.992489,14.427,49.4781446,141.82465,2.493,497.0,20.4
Kepler-805,Kepler,1,293.22995,45.05331,12.547,30.8639476,162.88077,8.864,257.0,63.0
Kepler-115,Kepler,1,297.71185,45.261921,13.431,2.403640701,134.73065,1.4012,74.9,16.3
K01340.01,Kepler,0,296.43408,39.444069,13.887,2.90060781,179.83386,2.563,125.0,20.6
Kepler-824,Kepler,1,290.47742,39.73201,14.946,4.51436096,134.0293,3.0083,231.0,28.4
Kepler-825,Kepler,1,294.7699,39.39851,14.207,3.77359871,134.07013,2.7282,176.0,25.6
Kepler-825,Kepler,1,294.7699,39.39851,14.207,8.18182189,134.81423,2.4566,300.0,27.4
Kepler-834,Kepler,1,287.05453,45.18037,15.931,13.32389352,135.24585,3.2208,781.0,25.9
Kepler-480,Kepler,1,294.4639,49.765041,13.273,4.919584997,134.602396,4.1988,426.0,132.0
Kepler-835,Kepler,1,283.57422,45.734798,15.965,11.41911886,186.30498,5.135,509.0,23.7
Kepler-836,Kepler,1,287.45279,45.704399,14.63,11.36113254,136.92584,4.1886,570.0,57.0
K01407.01,Kepler,0,285.98865,45.377811,15.755,1.3866358,134.3472,4.77,70.1,6.8
K01408.01,Kepler,1,290.29456,45.56461,14.688,14.53410833,145.42643,3.3094,511.0,32.5
Kepler-277,Kepler,1,286.58316,39.077202,13.42,33.0063185,145.38821,7.118,278.0,38.2
Kepler-794,Kepler,1,288.1337,38.99688,13.459,11.13127159,134.36341,4.2372,211.0,36.8
K01217.01,Kepler,0,290.86142,38.641129,13.599,3.47143963,133.74061,3.663,99.8,27.5
Kepler-795 A b,Kepler,1,291.01904,38.54557,13.331,29.6193891,133.68205,4.9595,315.0,42.5
K01219.01,Kepler,0,290.66681,38.568329,14.463,3.50376155,134.6825677,3.16,,
Kepler-113,Kepler,1,287.99789,50.944328,13.461,8.925079516,139.71389,2.6766,978.0,135.8
Kepler-806,Kepler,1,296.00711,44.853474,11.731,8.0922105,138.04535,5.7696,65.3,37.5
K01284.01,Kepler,0,283.31592,48.404873,11.397,3.117087797,134.684738,3.06941,12200.0,441.7
Kepler-11,Kepler,1,297.11511,41.909142,13.709,22.687155,148.455435,5.4921,960.0,122.8
K01285.01,Kepler,0,291.63699,47.83234,14.546,0.937406378,134.726531,1.9515,5080.0,138.9
K01286.01,Kepler,0,298.25803,48.217361,15.905,0.668483615,178.281377,2.0909,2900.0,161.2
K01287.01,Kepler,0,282.23273,48.271198,15.91,4.429633087,355.143546,3.0257,6120.0,166.3
K01343.01,Kepler,0,294.18967,39.617119,13.643,1.544927524,133.54909,1.0134,139.0,25.4
Kepler-826,Kepler,1,284.86014,39.240551,13.446,4.48758768,133.36092,2.874,112.0,25.9
K01345.01,Kepler,0,292.63,42.829338,11.234,0.323021692,133.603668,2.3442,47100.0,520.6
K01346.01,Kepler,0,291.61008,42.759762,13.279,4.70818628,137.0593,3.278,56500.0,24.7
K01347.01,Kepler,0,293.02036,42.508835,14.808,14.40585744,360.3847471,5.48509,30400.0,2294.1
K01348.01,Kepler,0,292.7399,42.359402,15.144,7.702374154,137.563452,3.8459,18400.0,157.2
Kepler-837,Kepler,1,285.24667,45.950191,15.198,16.56062577,133.49703,2.611,701.0,30.8
Kepler-838,Kepler,1,285.43552,45.976021,15.3,15.74958583,150.24579,4.6672,660.0,42.6
Kepler-839,Kepler,1,291.07468,45.24258,13.601,37.8145252,134.66424,9.109,413.0,57.9
Kepler-295,Kepler,1,285.34583,45.367779,14.447,12.64504291,138.63149,9.117,200.0,32.7
Kepler-295,Kepler,1,285.34583,45.367779,14.447,21.5262958,132.28787,8.392,190.0,23.4
Kepler-295,Kepler,1,285.34583,45.367779,14.447,33.8845825,159.98819,6.538,224.0,17.2
Kepler-796,Kepler,1,287.30786,39.14473,12.988,6.40087137,136.8824,2.5561,134.0,24.4
Kepler-278,Kepler,1,290.10718,38.702229,11.584,30.1599411,138.51774,7.874,176.0,32.3
Kepler-278,Kepler,1,290.10718,38.702229,11.584,51.0771048,152.35694,11.233,142.0,24.1
K01222.01,Kepler,0,292.4968,39.193169,12.203,4.2856756,134.4812,4.059,31.4,8.3
K01223.01,Kepler,0,293.8129,42.04871,13.209,7.388833611,133.9344039,5.62857,13100.0,1509.3
K01224.01,Kepler,0,291.98694,42.037651,13.717,2.698021895,136.32786,23.192,6720.0,647.1
Kepler-807,Kepler,1,289.02017,48.119808,15.128,117.931108,219.704226,5.8796,8510.0,212.5
K01289.01,Kepler,0,297.71039,48.083832,15.399,4.887806806,354.539481,2.4078,4680.0,116.1
K01290.01,Kepler,0,296.71634,48.211262,15.175,11.97360504,144.779315,4.3117,3820.0,172.9
K01291.01,Kepler,0,290.29385,47.96759,14.97,1.231364189,133.036618,5.8574,1100.0,229.7
K01292.01,Kepler,0,294.0217,48.390419,15.642,2.102416517,134.394943,1.7684,1500.0,94.3
K01293.01,Kepler,0,296.93268,48.266491,15.003,11.7031093,133.721698,2.0467,4200.0,126.6
K00160.01,Kepler,0,298.18362,42.01313,13.805,13.73808249,134.43787,3.354,661.0,68.4
K01349.01,Kepler,0,286.30026,42.374828,13.344,16.66216657,142.186468,3.8762,27400.0,114.5
K01350.01,Kepler,0,297.10837,42.751663,11.884,0.752159702,134.047229,2.3621,3430.0,291.1
K01352.01,Kepler,0,294.09109,42.491459,15.932,4.81886153,358.16338,6.223,1320.0,86.3
Kepler-289,Kepler,1,297.46533,42.882839,13.956,125.8654019,236.659731,9.0191,12400.0,544.7
Kepler-289,Kepler,1,297.46533,42.882839,13.956,34.5439452,132.68453,3.482,430.0,23.4
Kepler-23,Kepler,1,294.21893,49.479221,13.438,10.74241765,133.2867,6.0633,415.0,95.4
K01414.01,Kepler,0,301.26144,45.104893,10.083,4.02378908,136.23411,3.237,32.1,36.1
K01415.01,Kepler,0,293.38153,48.82476,13.397,0.312941621,133.810501,2.0646,35300.0,413.9
Kepler-840,Kepler,1,296.50739,49.457291,14.152,2.495780169,135.336948,4.2721,25100.0,171.4
K01417.01,Kepler,0,284.98886,49.62606,15.977,8.428090255,358.303469,1.881,11400.0,183.0
K01418.01,Kepler,0,298.76062,48.600182,15.734,8.344104633,361.839209,1.8014,9700.0,89.7
K01225.01,Kepler,1,295.62222,42.09288,15.686,1.714274727,133.3158074,2.06728,28500.0,987.2
K01226.01,Kepler,0,295.86691,42.062672,15.324,137.759605,173.16476,9.1713,83300.0,885.9
K01227.01,Kepler,0,297.70712,42.047371,13.997,2.155278342,133.576109,2.1064,20700.0,142.7
K01228.01,Kepler,0,298.09171,41.794128,14.349,3.661326482,135.26995,2.5714,17800.0,424.6
Kepler-113,Kepler,1,287.99789,50.944328,13.461,4.75400072,128.547155,2.5394,749.0,141.4
K01229.01,Kepler,0,288.03989,41.818359,14.84,0.76973817,133.2965754,2.5,,
K01230.01,Kepler,0,298.94815,41.812149,12.263,165.739861,214.039466,24.9393,7340.0,527.8
K01294.01,Kepler,0,297.116,47.737949,14.408,9.08937826,139.08364,6.255,780.0,72.7
Kepler-6,Kepler,1,296.83725,48.239944,13.303,3.234699282,121.4865708,3.59385,10600.0,3003.8
Kepler-11,Kepler,1,297.11511,41.909142,13.709,31.99552485,154.160745,4.2817,1380.0,128.0
K01295.01,Kepler,0,292.08905,47.929642,15.031,1.577800747,133.307724,2.1626,698.0,79.6
K01296.01,Kepler,0,289.79077,48.448139,13.802,2.380862632,135.3252117,4.20416,32600.0,2590.6
K01354.01,Kepler,0,298.80545,42.39584,14.449,1.752567456,134.47196,5.4993,607.0,92.2
Kepler-827,Kepler,1,294.96606,42.708569,15.897,51.92920654,151.93321,5.2637,3430.0,81.8
K01356.01,Kepler,1,292.1199,42.931679,15.206,384.0257068,335.816169,14.56,,
K01357.01,Kepler,1,298.45953,42.187431,15.673,3.014330766,357.37948,2.4747,975.0,57.3
K01358.01,Kepler,1,295.8255,42.94339,15.505,5.644914154,356.73699,2.2599,1400.0,63.9
Kepler-475,Kepler,1,287.05173,40.211552,13.341,3.105507835,133.210427,1.7458,905.0,178.6
K01419.01,Kepler,0,285.41196,48.725231,15.507,1.336109338,178.258786,1.7419,2200.0,150.0
K01420.01,Kepler,1,290.1127,48.577782,15.825,13.35151248,363.086742,3.6045,3310.0,107.9
K01421.01,Kepler,1,287.65045,49.156052,15.305,1693.663623,524.27995,22.604,9520.0,122.8
Kepler-296 A c,Kepler,1,286.54001,49.437328,15.921,5.841636615,135.92315,1.8734,1340.0,41.1
Kepler-296 A d,Kepler,1,286.54001,49.437328,15.921,19.85029495,133.64933,2.8407,1610.0,34.4
Kepler-23,Kepler,1,294.21893,49.479221,13.438,15.27443889,147.57983,6.0765,207.0,40.3
K01231.01,Kepler,0,297.33563,41.89048,15.719,22.34293693,155.08552,7.0813,2690.0,35.3
K01232.01,Kepler,0,281.74261,42.123081,14.427,119.4081716,232.649303,9.3537,18600.0,508.4
K01233.01,Kepler,0,297.88437,41.931252,15.634,1.171536413,178.597581,1.5878,1130.0,67.0
K01234.01,Kepler,0,298.79498,41.759769,15.46,0.973547911,133.49742,2.2858,436.0,38.7
K01235.01,Kepler,0,298.13525,41.95105,14.598,3.053563251,133.88354,3.2551,508.0,50.4
K01297.01,Kepler,0,296.14877,47.934872,15.131,1.031096352,133.93938,2.781,265.0,37.8
Kepler-283,Kepler,1,293.61371,47.839001,15.847,11.00817635,143.22611,2.013,1460.0,42.1
Kepler-283,Kepler,1,293.61371,47.839001,15.847,92.7495777,173.27975,5.506,1110.0,18.0
Kepler-432,Kepler,1,293.2822,48.2859,12.183,52.5008645,171.52114,14.9066,947.0,116.2
Kepler-808,Kepler,1,291.59409,48.44561,14.285,0.63133171,133.94488,1.1487,435.0,95.8
Kepler-284,Kepler,1,293.14648,47.729649,15.824,12.69905011,184.9868,2.9899,797.0,30.4
K01358.02,Kepler,1,295.8255,42.94339,15.505,8.74292005,358.59286,2.6277,780.0,30.7
K01358.03,Kepler,1,295.8255,42.94339,15.505,3.64830183,355.39128,1.9985,372.0,19.9
K01358.04,Kepler,1,295.8255,42.94339,15.505,2.345863002,354.11185,1.6795,317.0,19.6
K01359.01,Kepler,1,291.02069,42.46244,15.229,37.1011418,370.4803,5.5556,1360.0,55.2
K01359.02,Kepler,1,291.02069,42.46244,15.229,104.8205868,374.83154,4.4794,3920.0,76.6
Kepler-296 A b,Kepler,1,286.54001,49.437328,15.921,10.8644095,131.12833,1.853,749.0,16.8
Kepler-841,Kepler,1,284.25131,48.809608,15.74,124.4197175,150.59616,3.7197,4110.0,39.9
Kepler-842,Kepler,1,292.32858,49.653542,15.127,1.219568047,133.460233,1.5681,495.0,65.9
Kepler-843,Kepler,1,296.32199,48.971481,15.269,2.05388477,133.73432,2.1635,547.0,50.0
Kepler-297,Kepler,1,283.20917,48.777641,14.232,38.86848956,171.30369,6.0573,1000.0,73.4
Kepler-279,Kepler,1,287.3912,42.194832,13.659,35.7353616,151.1133,8.491,779.0,58.4
Kepler-279,Kepler,1,287.3912,42.194832,13.659,12.30971679,137.68401,6.74,396.0,45.9
Kepler-279,Kepler,1,287.3912,42.194832,13.659,54.4205407,148.70471,8.559,598.0,44.9
K00154.01,Kepler,0,298.74423,46.83009,13.174,30.00908916,139.70643,3.15,,
K01237.01,Kepler,0,294.58929,41.944382,15.609,14.32407216,364.39537,4.6577,2050.0,58.0
Kepler-797,Kepler,1,297.20895,41.781712,14.556,27.07237655,139.1127,6.9592,514.0,44.0
Kepler-284,Kepler,1,293.14648,47.729649,15.824,37.5142128,189.30015,5.303,935.0,28.9
Kepler-809,Kepler,1,289.08365,48.018131,14.755,55.6391882,187.55044,7.316,853.0,48.3
Kepler-11,Kepler,1,297.11511,41.909142,13.709,46.6856205,225.04604,6.3794,589.0,59.0
K01303.01,Kepler,1,294.23007,48.204479,14.965,34.2966363,143.66728,19.718,697.0,66.7
Kepler-810,Kepler,1,296.61487,48.082642,15.803,4.59726613,136.47837,2.909,313.0,17.0
K01602.01,Kepler,1,297.79691,39.921371,14.943,9.97716876,137.2361,5.908,253.0,21.8
Kepler-904,Kepler,1,288.82291,40.38905,14.429,3.02168007,133.47243,2.8264,172.0,32.9
K00187.01,Kepler,0,288.72949,42.55088,14.857,30.8825387,151.5295103,5.3737,24000.0,1266.2
K01604.01,Kepler,0,299.2475,46.951908,13.05,72.4914068,139.77857,3.612,1060.0,39.2
K01605.01,Kepler,0,291.23883,40.163509,14.832,4.93913074,135.05172,1.362,383.0,22.0
Kepler-316,Kepler,1,290.82602,44.184109,15.224,2.240486703,137.82477,1.3988,436.0,33.8
K01715.01,Kepler,1,294.27728,46.675282,12.9,105.0145774,228.94455,7.426,296.0,33.9
Kepler-935,Kepler,1,295.02167,46.619221,14.925,4.88084456,136.19585,2.5574,343.0,32.6
Kepler-936,Kepler,1,293.57776,46.73634,14.581,10.56137217,133.76396,3.2645,238.0,21.7
Kepler-937,Kepler,1,294.16882,46.714611,15.224,67.6690554,198.19427,9.556,961.0,37.2
Kepler-861,Kepler,1,292.35394,46.22628,15.623,3.949627144,134.61096,1.5485,807.0,45.1
K01489.01,Kepler,1,288.23666,46.605919,15.554,16.00460392,140.47981,3.9475,832.0,34.3
K01490.01,Kepler,0,297.12186,46.221909,14.118,3.55650737,133.51831,8.545,294.0,77.1
Kepler-862,Kepler,1,297.77927,46.492741,15.297,3.148661555,356.93612,2.1978,551.0,35.3
K01492.01,Kepler,0,289.95078,50.657249,14.351,0.70544824,133.807063,2.9423,462.0,118.2
Kepler-304,Kepler,1,294.44177,40.55759,14.84,3.295701024,133.966333,1.8268,1750.0,114.7
Kepler-304,Kepler,1,294.44177,40.55759,14.84,9.65349016,134.85555,2.9029,1310.0,63.1
Kepler-304,Kepler,1,294.44177,40.55759,14.84,5.315954488,132.43002,1.1165,966.0,37.7
Kepler-484,Kepler,1,284.39429,46.249081,13.024,10.04556377,129.09371,3.2027,671.0,66.5
Kepler-304,Kepler,1,294.44177,40.55759,14.84,1.499144441,133.07022,1.4259,259.0,22.2
Kepler-905,Kepler,1,290.05112,46.713371,13.984,5.082748362,133.21176,1.7732,277.0,40.9
K01607.01,Kepler,0,298.96255,40.630661,13.518,5.00673576,134.54239,1.9398,191.0,26.6
Kepler-311,Kepler,1,282.06128,47.085491,13.797,9.17617167,138.71393,4.2642,207.0,34.3
Kepler-311,Kepler,1,282.06128,47.085491,13.797,19.7383992,133.28544,4.894,168.0,20.3
Kepler-906,Kepler,1,291.40555,40.125488,13.956,41.6980186,169.57548,5.7047,441.0,43.4
K01720.01,Kepler,1,293.64417,46.989761,15.742,59.6585348,168.08764,5.514,1040.0,21.2
Kepler-938,Kepler,1,294.78915,46.98399,15.004,52.6298542,155.61064,6.118,676.0,27.2
Kepler-427,Kepler,1,288.25458,43.704868,14.221,10.29099413,137.0220594,4.28889,9660.0,1245.7
Kepler-939,Kepler,1,293.8656,47.026829,15.534,14.8783945,142.96841,7.491,323.0,22.9
Kepler-940,Kepler,1,294.2413,47.275982,15.517,59.6222627,138.13805,6.888,993.0,31.9
K01493.01,Kepler,0,296.4418,46.616711,15.447,4.9883873,358.23526,9.059,508.0,42.4
K01494.01,Kepler,1,295.45715,50.077171,15.858,8.19596647,136.68736,2.824,793.0,20.2
Kepler-863,Kepler,1,297.66452,43.248959,15.43,15.59466045,137.5636,5.0478,868.0,49.2
Kepler-482,Kepler,1,296.82291,48.107552,13.779,56.35407916,144.83768,3.4449,1040.0,59.4
K01496.01,Kepler,0,289.60678,39.938332,15.6,36.12895451,388.551318,2.2348,3760.0,66.3
K01558.01,Kepler,0,295.04639,46.97459,15.134,32.50456309,365.358295,2.4657,7590.0,148.1
K01559.01,Kepler,0,295.18561,46.786709,15.036,1.332560589,133.38311,4.2427,567.0,108.8
K01560.01,Kepler,1,297.41965,43.876579,15.042,31.56904354,158.29983,2.6364,4230.0,113.6
K01561.01,Kepler,0,296.03342,40.019611,15.549,9.08590495,182.08162,2.0718,2120.0,50.5
K01562.01,Kepler,0,299.556,40.456551,15.59,0.784512952,355.57263,2.4623,586.0,44.4
K01610.01,Kepler,0,298.3949,40.62891,14.063,0.883778461,133.60599,1.6339,120.0,31.7
Kepler-408,Kepler,1,284.78619,48.423229,8.769,2.465024332,132.68122,1.262,30.7,23.2
Kepler-907,Kepler,1,285.47659,41.632717,11.049,15.86624787,141.08734,4.25,77.3,28.4
K00021.01,Kepler,0,284.73859,47.169628,13.396,4.288515468,121.97268,2.2959,3460.0,292.1
Kepler-425,Kepler,1,290.35803,40.567741,14.741,3.797018259,133.508776,2.2608,14400.0,1549.0
Kepler-908 A b,Kepler,1,295.32251,39.376492,11.524,1.340596782,132.24549,1.6484,108.0,37.6
Kepler-941,Kepler,1,294.32635,47.217609,15.601,17.42393582,148.82614,4.929,771.0,33.2
Kepler-1651 A b,Kepler,1,283.62885,48.391003,13.496,9.8786461,138.41159,1.8915,1470.0,49.2
Kepler-942,Kepler,1,294.95511,44.149818,13.054,44.96407458,144.56002,4.981,812.0,88.0
Kepler-943,Kepler,1,284.27396,41.535019,15.64,49.7700907,159.98658,10.065,3530.0,109.8
K01728.01,Kepler,0,295.21661,50.084332,12.087,12.7319385,138.73144,4.4157,11400.0,69.9
K01497.01,Kepler,0,297.04651,49.97039,15.632,0.520222869,178.14846,1.2216,270.0,28.9
Kepler-864,Kepler,1,285.0571,46.320679,15.776,5.83376197,138.74892,3.9988,533.0,36.6
K01498.02,Kepler,1,285.0571,46.320679,15.776,2.42150341,133.83517,2.965,172.0,15.8
Kepler-865,Kepler,1,297.72427,43.527431,14.48,14.16400071,140.58934,4.3031,728.0,71.5
K01499.02,Kepler,1,297.72427,43.527431,14.48,0.840594032,131.74104,1.404,49.8,11.6
K01499.03,Kepler,1,297.72427,43.527431,14.48,6.20920207,136.87938,2.637,102.0,12.1
Kepler-305,Kepler,1,299.22433,40.343182,15.812,5.48711441,356.0773,2.93,1330.0,51.9
Kepler-305,Kepler,1,299.22433,40.343182,15.812,8.29084167,359.63666,3.613,1030.0,34.7
Kepler-305,Kepler,1,299.22433,40.343182,15.812,3.20539622,354.63069,2.143,454.0,20.6
Kepler-305,Kepler,1,299.22433,40.343182,15.812,16.73869035,359.41655,2.398,997.0,20.4
K00181.01,Kepler,0,288.25284,51.417332,14.575,5.093938816,139.7178386,3.93144,25000.0,1131.7
Kepler-909,Kepler,1,289.50635,45.370998,11.538,13.93291548,139.41058,2.6239,132.0,28.9
Kepler-910,Kepler,1,296.04736,42.743011,11.6,2.36436762,132.25007,3.372,28.4,12.4
K01619.01,Kepler,1,294.99023,39.346378,11.759,20.6654374,132.01229,3.172,100.0,13.6
Kepler-911,Kepler,1,298.5892,40.75069,11.855,20.31047472,146.82534,5.3357,165.0,46.1
K01622.01,Kepler,1,293.54889,42.888859,12.02,69.8347983,168.78436,8.262,267.0,46.8
